General,,,,,,,,,,,,,,,Engine,,,,,,Pump,,,,,Boiler,,,Rail,,,,Accessory
Project No,AKA,Date,Title,Notes,Original Link,Video,Sheets,Comments,Issues,Keywords,Lubrication,Height,Length,Width,Type,Orientation,Pistons,Reverser,Bore,Stroke,Type,Drive,Cylinders,Bore,Stroke,Fuel,Orrientation,Volume ml,Type,Style,Fuel,Gauge,Type
07E-08-00,,,,,https://www.modelesavapeur.com/telechargements5/darjeeling-b-class-64mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-AR-45,,,,,https://www.modelesavapeur.com/telechargements5/de-arend-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCV-45,,,,,https://www.modelesavapeur.com/telechargements5/decauville-0-4-0-45mm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCV-64,,,,,https://www.modelesavapeur.com/telechargements5/decauville-0-4-0-64mm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCV060,,,,,https://www.modelesavapeur.com/telechargements5/decauville-0-6-0-89mm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-04-04-00,,,,,https://www.modelesavapeur.com/telechargements5/ford-railcar-complet-45mm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-23-00,,,,,https://www.modelesavapeur.com/telechargements5/freight-lorry-jdw.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-21-00,,,,,https://www.modelesavapeur.com/telechargements5/heidi-2-1-.pdf,,,,"More here file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/heidi-2-2-.pdf",,,,,,,,,,,,,,,,,,,,,,,,
07E-06-00,,,,,https://www.modelesavapeur.com/telechargements5/hunslet-0-4-0-cloister-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-15-00,,,,,https://www.modelesavapeur.com/telechargements5/huntington.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-18-00,,,,,https://www.modelesavapeur.com/telechargements5/huntington-4-2-4-jdw.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-09-00,,,,,https://www.modelesavapeur.com/telechargements5/idris-de-winton-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-11-00,,,,,https://www.modelesavapeur.com/telechargements5/jacques-ville.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-13-00,,,"A MODEL OF A STEAM TRACTION ENGINE AS BUILT BY W. ALLCHIN LTD, NORTHAMPTON",,https://www.modelesavapeur.com/telechargements5/jdw-allchin-traction-engine-15-02-2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-58-00,,,,,https://www.modelesavapeur.com/telechargements5/jessop-and-appleby-1.pdf,,,,"More file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/jessop-and-appleby-2.pdf file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/jessop-and-appleby-animations-1.pdf file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/jessop-and-appleby-plans-originaux.pdf",,,,,,,,,,,,,,,,,,,,,,,,
07E-13-00,,,,,https://www.modelesavapeur.com/telechargements5/joseph-jdw-2017-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-07-00,,,,,https://www.modelesavapeur.com/telechargements5/julian-case-traction-engine-dewaal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-13-00,,,,,https://www.modelesavapeur.com/telechargements5/kathy-jdw-18-02-2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-11,,,,,https://www.modelesavapeur.com/telechargements5/lanz-bulldog-complet-ok.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-20-00,,,,,https://www.modelesavapeur.com/telechargements5/locomotive-doris-1.pdf,,,,"More file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/locomotive-doris-2.pdf",,,,,,,,,,,,,,,,,,,,,,,,
07B-19-00,,,,,https://www.modelesavapeur.com/telechargements5/locomotive-springbok-dossier-1.pdf,,,,"More file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/locomotive-springbox-dossier-2-bis.pdf",,,,,,,,,,,,,,,,,,,,,,,,
07E-05-00,,,,,https://www.modelesavapeur.com/telechargements5/loco-with-oscillating-cylinder-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-09-00,,,,,https://www.modelesavapeur.com/telechargements5/lorry.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-12-00,,,,,https://www.modelesavapeur.com/telechargements5/lynton-barnstaple-narrow-gauge-travelling-goods-crane.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-12-01,,,,,https://www.modelesavapeur.com/telechargements5/lynton-barnstaple-narrow-gauge-wellwagon-for-travelling-goods-crane.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-14-00,,,,,https://www.modelesavapeur.com/telechargements5/mauricius-julius-de-waal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINNIE,,,,,https://www.modelesavapeur.com/telechargements5/minnie-de-waal-1-2.pdf,,,,"Also file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/metric-minnie-29-08-2017-ok.pdf",,,,,,,,,,,,,,,,,,,,,,,,
MHC45S,,,,,https://www.modelesavapeur.com/telechargements5/passager-4-essieux-michael-hilliar-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-24-00,,,,,https://www.modelesavapeur.com/telechargements5/quadricycle-peugeot-1892-jdw.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDRJC7-45,,,,,https://www.modelesavapeur.com/telechargements5/railcar-donegall-county-45mm-de-waal-complet-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-16-00,,,,,https://www.modelesavapeur.com/telechargements5/shunter2-jdw.pdf,,,,"Alt version file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/shunter-jdw.pdf",,,,,,,,,,,,,,,,,,,,,,,,
07B-11-00,,,,,https://www.modelesavapeur.com/telechargements5/souham-184mm-voie-troite.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR,,,,,https://www.modelesavapeur.com/telechargements5/steam-roller-de-waal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-00,,,,,https://www.modelesavapeur.com/telechargements5/steam-roller-with-twin-oscillation-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEPSG,,,,,https://www.modelesavapeur.com/telechargements5/stirling-traction-engine-de-waal-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7B-15-00,,,,,https://www.modelesavapeur.com/telechargements5/toby-89-jdw-10-02-2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-10-00,,,,,https://www.modelesavapeur.com/telechargements5/toby-steve-eaton-64mm-jdw.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-07-05-00,,,,,https://www.modelesavapeur.com/telechargements5/tombereau-2-essieux-nzr-la4-45mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREV-127,,,,,https://www.modelesavapeur.com/telechargements5/trevithick-1805-127mm-2015.pdf,,,,"Also file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/telechargements5/trevithick-de-waal-complet.pdf",,,,,,,,,,,,,,,,,,,,,,,,
09E-32-00,,,,,https://www.modelesavapeur.com/telechargements5/trevithick-london-steam-carriage-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZRCN-45,,,,,https://www.modelesavapeur.com/telechargements5/wagon-grumier.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-08-00,,,,,https://www.modelesavapeur.com/telechargements5/working-model-of-a-fire-engine-ca-1900-liquid-fuel-fired-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-31-00,,,,,https://www.modelesavapeur.com/telechargements8/1-cylinder-horizontal-non-reversing-bhp-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-35-00,,,,,https://www.modelesavapeur.com/telechargements8/1-cylinder-horizontal-steam-engine-for-beginners.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-33-00,,,,,https://www.modelesavapeur.com/telechargements8/1-cylinder-horizontal-steam-engine-with-pump-version-corrig-e.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-34-00,,,,,https://www.modelesavapeur.com/telechargements8/1-cylinder-horizontal-steam-engine-with-value-guide-block.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-53-00,,,,,https://www.modelesavapeur.com/telechargements8/1-cylinder-non-reversing-balanced-beam-engine-with-meyers-variable-expansion-slide-valves.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-54-00,,,,,https://www.modelesavapeur.com/telechargements8/1-cylinder-non-reversing-steam-engine-name-lady-stephanie-1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-55-00,,,,,https://www.modelesavapeur.com/telechargements8/2-cylinder-compound-steam-engine-of-the-rhine-....pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-55-00,,,,,https://www.modelesavapeur.com/telechargements8/2-cylinder-horizontal-steam-engine-for-steam-launch.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-30-00,,,,,https://www.modelesavapeur.com/telechargements8/a-1-cylinder-horizontal-non-reversing-mill-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-44-00,,,,,https://www.modelesavapeur.com/telechargements8/a-1-cylinder-steam-engine-for-beginner.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A-33-00,,,,,https://www.modelesavapeur.com/telechargements8/a-4-cylinder-v-shaped-oscillating-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-61-00,,,,,https://www.modelesavapeur.com/telechargements8/a-balanced-beam-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-38-00,,,,,https://www.modelesavapeur.com/telechargements8/a-double-tangye-type-mill-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-37-00,,,,,https://www.modelesavapeur.com/telechargements8/a-horizontal-steam-engine-called-hotspur.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-60-00,,,,,https://www.modelesavapeur.com/telechargements8/a-model-of-a-rotating-piston-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-49-00,,,,,https://www.modelesavapeur.com/telechargements8/a-model-of-a-water-pressure-engine-of-the-1870-s.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-23-00,,,,,https://www.modelesavapeur.com/telechargements8/an-experimental-2-cylinder-direct-connected-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-23-01,,,,,https://www.modelesavapeur.com/telechargements8/an-experimental-2-cylinder-v-shaped-direct-connected-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-25-00,,,,,https://www.modelesavapeur.com/telechargements8/an-experimental-3-cylinder-oscilating-pumping-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-26-00,,,,,https://www.modelesavapeur.com/telechargements8/an-experimental-novelty-crankless-steam-air-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-24-00,,,,,https://www.modelesavapeur.com/telechargements8/a-simple-experimental-triple-extension-non-reversing-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-36-00,,,,,https://www.modelesavapeur.com/telechargements8/a-simple-horizontal-steam-engine-for-beginner-bis.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-40-01,,,,,https://www.modelesavapeur.com/telechargements8/a-steam-engine-for-the-beginner-called-little-gem-dandy-mesures-anglaises.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-40-00,,,,,https://www.modelesavapeur.com/telechargements8/a-steam-engine-for-the-beginner-called-little-gem-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-45-00,,,,,https://www.modelesavapeur.com/telechargements8/a-super-simple-horizontal-steam-engine-for-beginner-1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-45-01,,,,,https://www.modelesavapeur.com/telechargements8/a-super-simple-horizontal-steam-engine-for-beginner-2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05B-12-00,,,,,https://www.modelesavapeur.com/telechargements8/a-vacuum-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-56-00,,,,,https://www.modelesavapeur.com/telechargements8/a-vertical-model-steam-engine-called-trojan.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-57-00,,,,,https://www.modelesavapeur.com/telechargements8/a-vertical-steam-engine-called-nicholas-with-governor-control.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-53-00,,,,,https://www.modelesavapeur.com/telechargements8/a-vertical-steam-engine-circa-1896.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-57-00,,,,,https://www.modelesavapeur.com/telechargements8/a-very-simple-1-cyl-balanced-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-56-00,,,,,https://www.modelesavapeur.com/telechargements8/a-very-simple-1-cylinder-balanced-beam-steam-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-44-00,,,,,https://www.modelesavapeur.com/telechargements8/a-very-simple-compressed-air-engine-for-beginners.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-52-00,,,,,https://www.modelesavapeur.com/telechargements8/blowing-engine-for-the-grand-organ-in-the-hall-of-arts-ans-sciences-london-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-29-00,,,,,https://www.modelesavapeur.com/telechargements8/exp-duplex-compound.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-28-00,,,,,https://www.modelesavapeur.com/telechargements8/experimental-duplux-compund.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-54-01,,,,,https://www.modelesavapeur.com/telechargements8/lady-stephanie.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-09-00,,,,,https://www.modelesavapeur.com/telechargements9/05a-09.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-10-00,,,,,https://www.modelesavapeur.com/telechargements9/05a-10.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-11-00,,,,,https://www.modelesavapeur.com/telechargements9/05a-11.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-17-00,,,,,https://www.modelesavapeur.com/telechargements9/05a-17-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-18-00,,,,,https://www.modelesavapeur.com/telechargements9/05a-18-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-18-01,,,,,https://www.modelesavapeur.com/telechargements9/05a-18-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-19-00,,,,,https://www.modelesavapeur.com/telechargements9/05a-19-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09B-48-00,,,,,https://www.modelesavapeur.com/telechargements9/09b-48-fichier.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-34-00,,,,,https://www.modelesavapeur.com/telechargements9/09d-34-00.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-34-01,,,,,https://www.modelesavapeur.com/telechargements9/09d-34-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09F-01-00,,,,,https://www.modelesavapeur.com/telechargements9/09f-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09F-02-00,,,,,https://www.modelesavapeur.com/telechargements9/09f-02-fichier.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-50-00,,,,,https://www.modelesavapeur.com/telechargements9/a-gas-operated-internal-combustion-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-13-00,,,,,https://www.modelesavapeur.com/telechargements9/a-stirling-engine-by-j.-coolegem.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-14-00,,,,,https://www.modelesavapeur.com/telechargements9/a-stirling-engine-using-two-flywheels.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-16-00,,,,,https://www.modelesavapeur.com/telechargements9/a-tealight-candle-driven-stirling-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-25-00,,,,,https://www.modelesavapeur.com/telechargements9/compressed-air-hit-miss.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-30-00,,,,,https://www.modelesavapeur.com/telechargements9/experimental-steam-engine-converted-from-a-hit-and-miss-gas-engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09D-16-00,,,,,https://www.modelesavapeur.com/telechargements9/experimental-steam-otto-langen.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-03,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-a.d.-dallas-05-02-03.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-08,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-afcf1-c.-fournier-05-02-08.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-01,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-candle1-05-02-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-02,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-de-vries-05-02-02.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-05,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-poppin-j.r.-senft-05-02-05.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-10,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-rebi-05-02-10.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-09,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-rebi-modifi-05-02-09.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-04,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-tom-peter-bay-05-02-04.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-07,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-vl-ernst-vogt-05-02-07.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-06,,,,,https://www.modelesavapeur.com/telechargements9/flame-eater-with-internal-valve-jan-ridders-05-02-06.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-31-00,,,,,https://www.modelesavapeur.com/telechargements9/jdw-otto-langen.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-30-00,,,,,https://www.modelesavapeur.com/telechargements9/kerzel-hit-and-miss-jdw.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-12-00,,,,,https://www.modelesavapeur.com/telechargements9/kyko-fan-stirling-jdw-complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09E-28-00,,,,,https://www.modelesavapeur.com/telechargements9/root-jdwaal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-05,,,,,https://www.modelesavapeur.com/telechargements9/s-hinrici-e.-westbury-05-01-05.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-06,,,,,https://www.modelesavapeur.com/telechargements9/s-morya-fan-senft-05-01-06.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-04,,,,,https://www.modelesavapeur.com/telechargements9/s-rhombic-french-05-01-04.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-01,,,,,https://www.modelesavapeur.com/telechargements9/s-rhombic-leijten-05-01-01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-03,,,,,https://www.modelesavapeur.com/telechargements9/s-rhombic-lers-kerr-05-01-03.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-02,,,,,https://www.modelesavapeur.com/telechargements9/s-stirling-vertical-05-01-02.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-07,,,,,https://www.modelesavapeur.com/telechargements9/s-stirling-watercooled-05-01-07.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A-15-00,,,,,https://www.modelesavapeur.com/telechargements9/stirling-engine-scotch-yoke-type.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09C-52-00,,,,,https://www.modelesavapeur.com/telechargements8/2%20CYLINDER%20VERTICAL%20COMPOUND%20MARINE%20STEAM%20ENGINE.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-10-00,,,,,https://www.modelesavapeur.com/unziped/4NHP%20ransome%20traction%20engine.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-25-00,,,,,https://www.modelesavapeur.com/unziped/A%20COAL%20FIRED%204-4-0%20STEAM%20LOCOMOTIVE%20CALLED%20EAGLE.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-17-00,,,,,https://www.modelesavapeur.com/unziped/A%20COAL%20FIRED%20MODEL%20OF%20A%20ATLANTIC%20STEAM%20lOCOMOTIVE.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-15-00,,,,,https://www.modelesavapeur.com/unziped/A%20FREE%20LANCE%20MODEL%20OF%20FODEN%20GAS%20FIRED%20OVERTYPE%20STEAM%20LORRY.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-09-00,,,,,https://www.modelesavapeur.com/unziped/American%20Hudson%20127mm-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-24-00,,,,,https://www.modelesavapeur.com/unziped/A%20SPIRIT%20FIRED%204-4-0%20TENDER%20LOCOMOTIVE%20CALLED%20NEWBURY.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07C-02-00,,,,,https://www.modelesavapeur.com/unziped/Locomotives%2065mm%20Spirit%20fired%20-%20Copie.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-16-00,,,,,https://www.modelesavapeur.com/unziped/luton.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B-16-00,,,,,https://www.modelesavapeur.com/unziped/MURDOCH%20steam%20tricycle.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-14-00,,,,,https://www.modelesavapeur.com/unziped/Shadia%20%20JdW%202017%20complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-05-00,,,,,https://www.modelesavapeur.com/unziped/traction%20engine%201%20bis.pdf,,,,"More here file:///run/user/1000/gvfs/smb-share:server=m.i.jacka.net.au,share=root/home/alice/downloads/www.modelesavapeur.com/unziped/traction%20engine%202.pdf",,,,,,,,,,,,,,,,,,,,,,,,
08-14-00,,,,,https://www.modelesavapeur.com/unziped/Traction%20engine%20Sweet%20Sixteen.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E-12-00,,,,,https://www.modelesavapeur.com/unziped/Yolla%20complet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
